kategori,nama_makanan,protein_g,karbohidrat_g,lemak_g,serat_g,gula_g,kalori
buckwheat groats,"buckwheat groats, fat added",3.2,19,3.3,2.6,0.9,118.9
grits,"grits, ns as to regular, quick, or instant, ns as to fat",1.2,12.2,1.8,0.7,0.1,69.9
grits,"grits, ns as to regular, quick, or instant, no added fat",1.2,12.4,0.3,0.7,0.1,57
grits,"grits, ns as to regular, quick, or instant, fat added",1.2,12.2,1.8,0.7,0.1,69.9
grits,"grits, regular or quick, made with water, ns as to fat",1.2,12.2,1.8,0.7,0.1,69.9
grits,"grits, regular or quick, made with water, no added fat",1.2,12.4,0.3,0.7,0.1,57
grits,"grits, regular or quick, made with water, fat added",1.2,12.2,1.8,0.7,0.1,69.9
grits,"grits, regular or quick, made with milk, ns as to fat",4.5,17.1,3.8,0.7,5,120.8
grits,"grits, regular or quick, made with milk, no added fat",4.6,17.4,2.3,0.7,5.1,108.6
grits,"grits, regular or quick, made with milk, fat added",4.5,17.1,3.8,0.7,5,120.8
grits,"grits, regular or quick, made with non-dairy milk, ns as to fat",2.2,16,3,0.9,3.1,99.7
grits,"grits, regular or quick, made with non-dairy milk, no added fat",2.3,16.2,1.5,0.9,3.2,87.2
grits,"grits, regular or quick, made with non-dairy milk, fat added",2.2,16,3,0.9,3.1,99.7
grits,"grits, with cheese, ns as to fat",3.6,11.4,5.3,0.6,0.1,107.1
grits,"grits, with cheese, no added fat",3.6,11.5,3.9,0.7,0.1,95.8
grits,"grits, with cheese, fat added",3.6,11.4,5.3,0.6,0.1,107.1
grits,"grits, instant, made with water, no added fat",1.4,14.8,0.4,0.8,0.3,68.5
grits,"grits, instant, made with water, fat added",1.4,14.4,2.8,0.8,0.3,88.4
grits,"grits, instant, made with water, ns as to fat",1.4,14.4,2.8,0.8,0.3,88.4
grits,"grits, instant, made with milk, fat added",4,18.2,4.4,0.8,4.1,128.2
grits,"grits, instant, made with milk, no added fat",4.1,18.8,2,0.8,4.2,109.7
grits,"grits, instant, made with milk, ns as to fat",4,18.2,4.4,0.8,4.1,128.2
grits,"grits, instant, made with non-dairy milk, ns as to fat",2.2,17.3,3.8,0.9,2.7,111.6
grits,"grits, instant, made with non-dairy milk, no added fat",2.2,17.9,1.4,0.9,2.7,92.7
grits,"grits, instant, made with non-dairy milk, fat added",2.2,17.3,3.8,0.9,2.7,111.6
cornmeal mush,"cornmeal mush, ns as to fat",1.1,12.2,1.8,0.6,0.2,69.8
cornmeal mush,"cornmeal mush, no added fat",1.1,12.5,0.3,0.6,0.2,56.9
cornmeal mush,"cornmeal mush, fat added",1.1,12.2,1.8,0.6,0.2,69.8
cornmeal,"cornmeal, puerto rican style",4.1,28.1,2.2,0.5,17.8,148.4
cornmeal dumpling,cornmeal dumpling,5.3,25.4,4.7,1.1,1.6,164.9
masa harina,"masa harina, cooked",2.3,20.5,1,1.7,0.4,99.9
millet,"millet, ns as to fat",3.5,23.6,1,1.3,0.1,117.3
millet,"millet, no added fat",3.5,23.6,1,1.3,0.1,117.3
millet,"millet, fat added",3.3,22.4,4,1.2,0.1,139.3
oatmeal,"oatmeal, from fast food, plain",2.6,11.9,2.5,1.7,0.7,80.9
oatmeal,"oatmeal, from fast food, maple flavored",2.4,20.3,2.3,1.6,10,111.9
oatmeal,"oatmeal, from fast food, fruit flavored",2.3,24.6,2.1,1.9,14.2,126.6
oatmeal,"oatmeal, from fast food, other flavors",2.4,20.3,2.3,1.6,10,111.9
oatmeal,"oatmeal, ns as to regular, quick, or instant, ns as to fat",2.2,11.2,2.6,1.7,0.2,76.9
oatmeal,"oatmeal, ns as to regular, quick, or instant, no added fat",2.2,11.4,1.1,1.7,0.2,64.1
oatmeal,"oatmeal, ns as to regular, quick, or instant, fat added",2.2,11.2,2.6,1.7,0.2,76.9
oatmeal,"oatmeal, regular or quick, made with water, ns as to fat",2.2,11.2,2.6,1.7,0.2,76.9
oatmeal,"oatmeal, regular or quick, made with water, no added fat",2.2,11.4,1.1,1.7,0.2,64.1
oatmeal,"oatmeal, regular or quick, made with water, fat added",2.2,11.2,2.6,1.7,0.2,76.9
oatmeal,"oatmeal, regular or quick, made with milk, ns as to fat",5.5,16,4.6,1.7,5,127.2
oatmeal,"oatmeal, regular or quick, made with milk, no added fat",5.6,16.3,3.1,1.7,5.1,115.3
oatmeal,"oatmeal, regular or quick, made with milk, fat added",5.5,16,4.6,1.7,5,127.2
oatmeal,"oatmeal, regular or quick, made with non-dairy milk, ns as to fat",3.2,14.9,3.8,1.8,3.2,106.3
oatmeal,"oatmeal, regular or quick, made with non-dairy milk, no added fat",3.3,15.1,2.3,1.9,3.2,94
oatmeal,"oatmeal, regular or quick, made with non-dairy milk, fat added",3.2,14.9,3.8,1.8,3.2,106.3
oatmeal,"oatmeal, instant, plain, made with water, ns as to fat",2.2,12.7,3.7,1.8,0.3,93.1
oatmeal,"oatmeal, instant, plain, made with water, no added fat",2.3,13.2,1.3,1.9,0.3,73.3
oatmeal,"oatmeal, instant, plain, made with water, fat added",2.2,12.7,3.7,1.8,0.3,93.1
oatmeal,"oatmeal, instant, plain, made with milk, ns as to fat",4.8,16.6,5.3,1.8,4.1,133
oatmeal,"oatmeal, instant, plain, made with milk, no added fat",5,17.1,2.9,1.9,4.2,114.5
oatmeal,"oatmeal,  instant, plain, made with milk, fat added",4.8,16.6,5.3,1.8,4.1,133
oatmeal,"oatmeal, instant, plain, made with non-dairy milk, ns as to fat",3,15.7,4.6,2,2.6,116.3
oatmeal,"oatmeal, instant, plain, made with non-dairy milk, no added fat",3.1,16.2,2.3,2,2.7,97.5
oatmeal,"oatmeal, instant, plain, made with non-dairy milk, fat added",3,15.7,4.6,2,2.6,116.3
oatmeal,"oatmeal, instant, maple flavored, ns as to fat",2.4,19.6,3.4,1.8,7.8,119
oatmeal,"oatmeal, instant, maple flavored, no added fat",2.4,20.2,1.2,1.9,8,101.9
oatmeal,"oatmeal, instant, maple flavored, fat added",2.4,19.6,3.4,1.8,7.8,119
oatmeal,"oatmeal, instant, fruit flavored, ns as to fat",2.3,19.5,3.4,1.9,8.1,117.6
oatmeal,"oatmeal, instant, fruit flavored, no added fat",2.3,20.1,1.2,1.9,8.3,100.4
oatmeal,"oatmeal, instant, fruit flavored, fat added",2.3,19.5,3.4,1.9,8.1,117.6
oatmeal,"oatmeal, instant, other flavors, ns as to fat",2.4,19.6,3.4,1.8,7.8,119
oatmeal,"oatmeal, instant, other flavors, no added fat",2.4,20.2,1.2,1.9,8,101.9
oatmeal,"oatmeal, instant, other flavors, fat added",2.4,19.6,3.4,1.8,7.8,119
oatmeal,"oatmeal, reduced sugar, plain, ns as to fat",2.3,16.1,3.6,1.8,3.9,105.7
oatmeal,"oatmeal, reduced sugar, plain, no added fat",2.4,16.6,1.3,1.9,4,87.4
oatmeal,"oatmeal, reduced sugar, plain, fat added",2.3,16.1,3.6,1.8,3.9,105.7
oatmeal,"oatmeal, made with milk and sugar, puerto rican style",4.6,26.3,2.6,1.4,17.1,147.4
oatmeal,"oatmeal, reduced sugar, flavored, ns as to fat",2.3,16.1,3.6,1.8,3.9,105.7
oatmeal,"oatmeal, reduced sugar, flavored, no added fat",2.4,16.6,1.3,1.9,4,87.4
oatmeal,"oatmeal, reduced sugar, flavored, fat added",2.3,16.1,3.6,1.8,3.9,105.7
oatmeal,"oatmeal, multigrain, ns as to fat",2.1,12,2,2,0.4,74.2
oatmeal,"oatmeal, multigrain, no added fat",2.1,12.2,0.5,2,0.4,61.4
oatmeal,"oatmeal, multigrain, fat added",2.1,12,2,2,0.4,74.2
quinoa,"quinoa, ns as to fat",4.2,20.2,4.8,2.7,0.8,140.4
quinoa,"quinoa, no added fat",4.4,21.2,1.9,2.8,0.9,119.6
quinoa,"quinoa, fat added",4.2,20.2,4.8,2.7,0.8,140.4
rice,"rice, cooked, nfs",2.7,28,0.3,0.4,0,125.2
rice,"rice, white, cooked, ns as to fat",2.7,28,0.3,0.4,0,125.2
rice,"rice, white, cooked, made with oil",2.6,27.2,3.1,0.4,0,147.2
rice,"rice, white, cooked, made with butter",2.6,27.2,2.6,0.4,0,142.5
rice,"rice, white, cooked, made with margarine",2.6,27.2,2.1,0.4,0,138.4
rice,"rice, white, cooked, fat added, ns as to fat type",2.6,27.2,2.8,0.4,0,144
rice,"rice, white, cooked, no added fat",2.7,28,0.3,0.4,0,125.2
rice,"rice, brown, cooked, ns as to fat",2.7,25.4,1,1.6,0.2,121.4
rice,"rice, brown, cooked, fat added, made with oil",2.7,24.9,3.3,1.6,0.2,139.5
rice,"rice, brown, cooked, made with butter",2.7,24.9,2.8,1.6,0.2,135.6
rice,"rice, brown, cooked, made with margarine",2.7,24.9,2.5,1.6,0.2,132.3
rice,"rice, brown, cooked, fat added, ns as to fat type",2.7,24.9,3,1.6,0.2,136.8
rice,"rice, brown, cooked, no added fat",2.7,25.4,1,1.6,0.2,121.4
rice,"rice, cream of, cooked, no added fat",1.2,15.3,0.1,0.1,0.1,66.6
rice,"rice, cooked, with milk",5.1,25,2.2,0.3,4.9,140.2
rice,"rice, sweet, cooked with honey",2.5,31.1,0.3,0.4,4.9,136.9
rice,"rice, creamed, made with milk and sugar, puerto rican style",2.2,17.5,1,0.1,8.8,87.4
rice,"rice, cream of, cooked, fat added",1.2,15,1.6,0.1,0.1,79.2
rice,"rice, cream of, cooked, ns as to fat",1.2,15,1.6,0.1,0.1,79.2
rice,"rice, cream of, cooked, made with milk",4.4,19.8,3.5,0.1,4.8,128.5
congee,congee,0.7,7.2,0.1,0.1,0,32
yellow rice,"yellow rice, cooked, ns as to fat",1.8,19.1,0.4,0.5,0.4,87.6
yellow rice,"yellow rice, cooked, no added fat",1.8,19.1,0.4,0.5,0.4,87.6
yellow rice,"yellow rice, cooked, fat added",1.8,18.7,2.4,0.4,0.4,103.7
rice,"rice, white, cooked, glutinous",2,21,0.2,1,0,93.6
rice,"rice, wild, 100%, cooked, ns as to fat",3.9,20.6,3.1,1.7,0.7,125.7
rice,"rice, wild, 100%, cooked, no added fat",4,21.2,0.3,1.8,0.7,103.8
rice,"rice, wild, 100%, cooked, fat added",3.9,20.6,3.1,1.7,0.7,125.7
rice,"rice, white and wild, cooked, no added fat",1.8,17.2,0.2,0.5,0.1,77.6
rice,"rice, brown and wild, cooked, no added fat",2.9,24.9,0.9,1.6,0.3,119.1
rice,"rice, white and wild, cooked, fat added",2.2,20.6,2.1,0.5,0.1,110.4
rice,"rice, white and wild, cooked, ns as to fat",2.2,20.6,2.1,0.5,0.1,110.4
rice,"rice, brown and wild, cooked, fat added",2.8,24.3,3.2,1.6,0.3,137.7
rice,"rice, brown and wild, cooked, ns as to fat",2.3,19.8,2.7,1,0.2,112.5
rice,"rice, white, cooked with fat, puerto rican style",2.8,31.9,6.3,0.5,0,195.7
cream of wheat,"cream of wheat, ns as to regular, quick, or instant, ns as to fat",1.4,10.4,1.8,0.5,0,63.4
cream of wheat,"cream of wheat, ns as to regular, quick, or instant, no added fat",1.4,10.6,0.2,0.5,0,50
cream of wheat,"cream of wheat, ns as to regular, quick, or instant, fat added",1.4,10.4,1.8,0.5,0,63.4
cream of wheat,"cream of wheat, regular or quick, made with water, ns as to fat",1.4,10.4,1.8,0.5,0,63.4
cream of wheat,"cream of wheat, regular or quick, made with water, no added fat",1.4,10.6,0.2,0.5,0,50
cream of wheat,"cream of wheat, regular or quick, made with water, fat added",1.4,10.4,1.8,0.5,0,63.4
cream of wheat,"cream of wheat, regular or quick, made with milk, ns as to fat",4.8,15.4,3.8,0.5,5,115.1
cream of wheat,"cream of wheat, regular or quick, made with milk, no added fat",4.9,15.6,2.3,0.5,5.1,102.6
cream of wheat,"cream of wheat, regular or quick, made with milk, fat added",4.8,15.4,3.8,0.5,5,115.1
cream of wheat,"cream of wheat, regular or quick, made with non-dairy milk, ns as to fat",2.5,14.2,3,0.7,3.1,93.6
cream of wheat,"cream of wheat, regular or quick, made with non-dairy milk, no added fat",2.5,14.5,1.4,0.7,3.2,80.7
cream of wheat,"cream of wheat, regular or quick, made with non-dairy milk, fat added",2.5,14.2,3,0.7,3.1,93.6
cream of wheat,"cream of wheat, instant, made with water, no added fat",1.5,14.4,0.2,0.5,3.6,65.6
wheat,"wheat, cream of, cooked, made with milk and sugar, puerto rican style",4,18.8,1.9,0.4,11.1,108.8
cream of wheat,"cream of wheat, instant, made with water, fat added",1.5,14.1,2.1,0.5,3.6,80.9
cream of wheat,"cream of wheat, instant, made with water, ns as to fat",1.5,14.1,2.1,0.5,3.6,80.9
cream of wheat,"cream of wheat, instant, made with milk, fat added",4.2,18,3.7,0.5,7.5,121.6
cream of wheat,"cream of wheat, instant, made with milk, no added fat",4.3,18.4,1.8,0.5,7.6,107.3
cream of wheat,"cream of wheat, instant, made with milk, ns as to fat",4.2,18,3.7,0.5,7.5,121.6
cream of wheat,"cream of wheat, instant, made with non-dairy milk, ns as to fat",2.3,17.1,3,0.6,6,104.6
cream of wheat,"cream of wheat, instant, made with non-dairy milk, no added fat",2.4,17.5,1.2,0.6,6.1,90
cream of wheat,"cream of wheat, instant, made with non-dairy milk, fat added",2.3,17.1,3,0.6,6,104.6
bulgur,"bulgur, no added fat",3.1,18.5,0.2,4.5,0.1,88.3
bulgur,"bulgur, fat added",2.9,17.3,4.2,4.2,0.1,118.3
bulgur,"bulgur, ns as to fat",3.1,18.5,0.2,4.5,0.1,88.3
couscous,"couscous, plain, cooked",3.8,23.1,0.2,1.4,0.1,109
whole wheat cereal,"whole wheat cereal, cooked, ns as to fat",1.5,10.2,1.9,1.3,0.1,63.7
whole wheat cereal,"whole wheat cereal, cooked, no added fat",1.6,10.4,0.3,1.3,0.1,50.3
whole wheat cereal,"whole wheat cereal, cooked, fat added",1.5,10.2,1.9,1.3,0.1,63.7
wheat cereal,"wheat cereal, chocolate flavored, cooked",1.8,11,0.5,1.8,0.1,55.2
oat bran cereal,"oat bran cereal, cooked, no added fat",3.2,12.3,1.3,2.9,0.3,73.7
oat bran cereal,"oat bran cereal, cooked, fat added",3.2,12.1,2.8,2.8,0.3,86.1
oat bran cereal,"oat bran cereal, cooked, ns as to fat",3.2,12.1,2.8,2.8,0.3,86.1
cream of rye,cream of rye,1.3,8.9,0.2,1.4,0.1,42.2
cereal,"cereal, nestum",2.2,11.4,1.1,1.7,0.2,64.1
cereal,"cereal, oat, nfs",12.4,73.2,6.6,10.1,4.5,401.8
cereal,"cereal, ready-to-eat, nfs",9,79.5,4.8,7.1,22.2,397.4
cereal (kellogg's all-bran),cereal (kellogg's all-bran),13.1,74.2,4.9,29.3,15.7,393.6
cereal (post alpha-bits),cereal (post alpha-bits),10,80.3,4.6,7.1,21,402.6
cereal (general mills cheerios apple cinnamon),cereal (general mills cheerios apple cinnamon),8.3,79.9,6.1,7.3,34.2,407.6
cereal (kellogg's apple jacks),cereal (kellogg's apple jacks),5.1,88.2,3.4,9.3,43.7,403.8
cereal (post great grains banana nut crunch),cereal (post great grains banana nut crunch),9.8,70.9,8.8,11.2,17.5,402
cereal (general mills cheerios banana nut),cereal (general mills cheerios banana nut),5.5,84.7,4,6.1,33.1,396.8
cereal (general mills cheerios berry burst),cereal (general mills cheerios berry burst),8.8,80.5,4.5,7.6,27,397.7
cereal (quaker cap'n crunch),cereal (quaker cap'n crunch),4.4,85.5,5.1,2.5,44.3,405.7
cereal (quaker christmas crunch),cereal (quaker christmas crunch),4.4,85.9,4.8,2.6,44.3,404.9
cereal (quaker cap'n crunch's crunchberries),cereal (quaker cap'n crunch's crunchberries),4.4,85.9,4.8,2.6,44.2,405
cereal (quaker cap'n crunch's peanut butter crunch),cereal (quaker cap'n crunch's peanut butter crunch),7.1,78.6,9.2,2.7,33.4,426.1
cereal (general mills cheerios),cereal (general mills cheerios),12.4,73.2,6.6,10.1,4.5,401.8
cereal (general mills chex chocolate),cereal (general mills chex chocolate),4.8,81.1,8.4,2,26.2,419.1
cereal (general mills chex cinnamon),cereal (general mills chex cinnamon),5,82.4,6.6,2.4,26.1,408.9
cereal (general mills cheerios chocolate),cereal (general mills cheerios chocolate),5.8,83.5,5.1,6.2,34.1,403
cereal,"cereal, chocolate flavored, frosted, puffed corn",3.3,87.2,3.5,3.8,43.7,393.7
cereal (general mills lucky charms chocolate),cereal (general mills lucky charms chocolate),5.6,84.4,4.4,5.3,36.8,399.6
cereal (general mills cinnamon toast crunch),cereal (general mills cinnamon toast crunch),5.4,78,10.2,6.8,30.3,426
cereal (general mills 25% less sugar cinnamon toast crunch),cereal (general mills 25% less sugar cinnamon toast crunch),5.1,78.2,9.9,11.2,21.4,422.1
cereal (general mills honey nut clusters),cereal (general mills honey nut clusters),7.7,85.2,2,6.3,24.8,389.6
cereal (kellogg's cocoa krispies),cereal (kellogg's cocoa krispies),4.6,87.9,2.7,1.4,38.6,394.3
cereal (post cocoa pebbles),cereal (post cocoa pebbles),4.8,85.7,4.1,1.6,35.8,398.9
cereal (general mills cocoa puffs),cereal (general mills cocoa puffs),5.6,83.7,5.2,5.7,37.2,404
cereal (general mills cookie crisp),cereal (general mills cookie crisp),5.2,84.5,4.4,5.1,34.8,398.4
cereal (general mills chex corn),cereal (general mills chex corn),6.4,85,2.4,4.7,11.1,387.2
cereal,"cereal, corn flakes",7.5,84.1,0.4,3.3,9.5,370
cereal (kellogg's corn flakes),cereal (kellogg's corn flakes),7.5,84.1,0.4,3.3,9.5,370
cereal,"cereal, corn puffs",7.7,82.8,3.5,8.8,9.8,393.2
cereal (general mills count chocula),cereal (general mills count chocula),5.4,84.5,4.7,5,33.1,401.8
cereal (kellogg's cracklin' oat bran),cereal (kellogg's cracklin' oat bran),9.2,70.3,14.1,12.7,28,444.9
cereal (post great grains,"cereal (post great grains, cranberry almond crunch)",8.9,76.6,5.9,11.1,25.5,395.1
cereal (kellogg's crispix),cereal (kellogg's crispix),6.6,87.2,0.8,1,12.8,382.3
cereal,"cereal, crispy rice",6.7,86.2,1.3,0.7,12.1,383
cereal (general mills fiber one),cereal (general mills fiber one),6.6,84.3,2.3,46.2,1,384.2
cereal (general mills fiber one honey clusters),cereal (general mills fiber one honey clusters),7.7,83.9,2.6,19,17.8,389.7
cereal (general mills fiber one raisin bran clusters),cereal (general mills fiber one raisin bran clusters),6.3,83.4,2.3,17.9,25.6,379.4
cereal,"cereal, bran flakes",9.6,81.2,2.9,14.2,16.9,389.7
cereal (kellogg's all-bran complete wheat flakes),cereal (kellogg's all-bran complete wheat flakes),10.2,81.6,2.5,17.3,18.8,389.7
cereal (post bran flakes),cereal (post bran flakes),9.9,80.5,2.1,18.3,18.6,380.5
cereal (general mills frankenberry),cereal (general mills frankenberry),5.5,85.4,4.3,4.2,27.3,402.3
cereal (kellogg's froot loops),cereal (kellogg's froot loops),5.3,88,3.4,9.3,34.5,403.8
cereal (kellogg's froot loops marshmallow),cereal (kellogg's froot loops marshmallow),4.6,89.3,2.8,7.4,49.9,400.7
cereal (general mills cheerios frosted),cereal (general mills cheerios frosted),9,79.8,4.7,7.5,32,397.4
cereal (kellogg's frosted mini-wheats),cereal (kellogg's frosted mini-wheats),9.2,83.4,1.6,10.8,20.3,384.8
cereal,"cereal, frosted rice",4.3,91.3,0.4,0.5,40.2,386
cereal,"cereal, fruit rings",4.7,85.9,3.2,2.2,45.3,391.3
cereal (general mills cheerios fruity),cereal (general mills cheerios fruity),5.8,84.2,4.6,5.9,32.2,401.3
cereal (post fruity pebbles),cereal (post fruity pebbles),4.6,86.1,4,0.8,34.3,399.1
cereal (general mills golden grahams),cereal (general mills golden grahams),5.3,85.1,3.2,5.6,35,390.4
cereal,"cereal, granola",10,73.8,11.5,9.4,22.2,438
granola,"granola, homemade",13.7,53.9,24.3,8.9,19.8,489
cereal (kellogg's low fat granola),cereal (kellogg's low fat granola),10,73.8,11.5,9.4,22.2,438
cereal (post grape-nuts),cereal (post grape-nuts),11.2,80.5,1.8,13,8.9,383.1
cereal (post great grains raisins,"cereal (post great grains raisins, dates, and pecans)",7.9,74.3,7.1,9.3,24.1,392.7
cereal (post honey bunches of oats honey roasted),cereal (post honey bunches of oats honey roasted),7.1,81.2,5.5,4.2,19.8,402.4
cereal (post honey bunches of oats with vanilla bunches),cereal (post honey bunches of oats with vanilla bunches),7.9,81.8,5.1,7.8,20.7,404.7
cereal (post honey bunches of oats with almonds),cereal (post honey bunches of oats with almonds),7.7,79.6,7.3,5.5,20,414.9
cereal (post honeycomb),cereal (post honeycomb),6,86.6,2.9,3.2,31.5,396.9
cereal (general mills chex honey nut),cereal (general mills chex honey nut),6.3,86.7,2,3.9,28.1,389.9
cereal (general mills cheerios honey nut),cereal (general mills cheerios honey nut),8.8,79.7,5,7.1,32.9,399.2
cereal (post shredded wheat honey nut),cereal (post shredded wheat honey nut),8.5,83.6,2.9,10.7,20.7,394.5
cereal (kellogg's honey smacks),cereal (kellogg's honey smacks),5.7,88.5,2.2,5,56.2,396.6
cereal (kashi 7 whole grain puffs),cereal (kashi 7 whole grain puffs),13,78.6,2.3,8,0.9,387.1
cereal (kashi autumn wheat),cereal (kashi autumn wheat),12,79,1.4,11.2,12.4,376.6
cereal (kashi golean),cereal (kashi golean),24.9,67.2,2.2,20.1,16.5,388.1
cereal (kashi golean crunch),cereal (kashi golean crunch),16.7,71.4,5.9,14.5,24,405.5
cereal (kashi golean crunch honey almond flax),cereal (kashi golean crunch honey almond flax),16.8,66.9,9.9,15,22.2,423.9
cereal (kashi heart to heart honey toasted oat),cereal (kashi heart to heart honey toasted oat),11.4,78.7,5,13.7,15.5,405.3
cereal (general mills kix),cereal (general mills kix),7.7,82.8,3.5,8.8,9.8,393.2
cereal (general mills honey kix),cereal (general mills honey kix),6.4,83,3.9,8.3,18.2,392.7
cereal (kellogg's krave),cereal (kellogg's krave),6.2,82.1,7,10.1,33.2,415.8
cereal (quaker life),cereal (quaker life),10,77.7,4.4,6.6,19.4,390.8
cereal (general mills lucky charms),cereal (general mills lucky charms),7.7,80.9,5,5,36.1,399.4
cereal,"cereal, frosted oat cereal with marshmallows",7.1,84.7,3.3,4.3,36.1,397.2
cereal (malt-o-meal blueberry muffin tops),cereal (malt-o-meal blueberry muffin tops),9.1,81.8,1.9,10.9,20,381.1
cereal (malt-o-meal cinnamon toasters),cereal (malt-o-meal cinnamon toasters),3.3,78.3,12.1,5,32.9,435.1
cereal (malt-o-meal coco-roos),cereal (malt-o-meal coco-roos),3.4,86.8,4.6,3.3,48.1,402.1
cereal (malt-o-meal colossal crunch),cereal (malt-o-meal colossal crunch),3.6,81.6,5.3,1.7,42.5,388.4
cereal (malt-o-meal cocoa dyno-bites),cereal (malt-o-meal cocoa dyno-bites),4.2,87.9,3.4,1.1,43.2,399.2
cereal (malt-o-meal corn bursts),cereal (malt-o-meal corn bursts),3.3,90.6,0.4,1.9,46.9,378.8
cereal (malt-o-meal frosted flakes),cereal (malt-o-meal frosted flakes),4.2,90.2,0.9,1.2,39.3,385.6
cereal (malt-o-meal fruity dyno-bites),cereal (malt-o-meal fruity dyno-bites),3.9,90.1,3.2,1,42.6,404.4
cereal (malt-o-meal honey graham squares),cereal (malt-o-meal honey graham squares),5.3,85.1,3.2,5.6,35,390.4
cereal (malt-o-meal honey nut toasty o's),cereal (malt-o-meal honey nut toasty o's),8.8,79.7,5,7.1,32.9,399.2
cereal (malt-o-meal marshmallow mateys),cereal (malt-o-meal marshmallow mateys),6.9,82.8,3.5,4.9,40.9,390.6
cereal (malt-o-meal golden puffs),cereal (malt-o-meal golden puffs),5.7,88.5,2.2,5,56.2,396.6
cereal (malt-o-meal toasted oat cereal),cereal (malt-o-meal toasted oat cereal),12.4,73.2,6.6,10.1,4.5,401.8
cereal (malt-o-meal tootie fruities),cereal (malt-o-meal tootie fruities),4.7,85.9,3.2,2.2,45.3,391.3
cereal,"cereal, muesli",8.6,74.9,5.4,7.7,25.1,382.6
cereal (general mills cheerios multigrain),cereal (general mills cheerios multigrain),8.3,81.4,4.1,8.7,21.2,395.6
cereal (nature valley granola),cereal (nature valley granola),10,73.8,11.5,9.4,22.2,438
cereal (general mills cheerios oat cluster crunch),cereal (general mills cheerios oat cluster crunch),8.5,80.7,4.6,7,27.9,398.2
cereal (general mills cheerios protein),cereal (general mills cheerios protein),12.4,76.1,5.1,7.3,29.5,399.7
cereal (general mills oatmeal crisp with almonds),cereal (general mills oatmeal crisp with almonds),9.9,78.1,6.7,8.2,22.9,412.1
cereal (quaker honey graham oh's),cereal (quaker honey graham oh's),3.9,83.6,7.6,2.1,43.2,419
cereal (quaker granola with oats,"cereal (quaker granola with oats, honey, and raisins)",10,73.8,11.5,9.4,22.2,438
cereal (nature's path organic flax plus),cereal (nature's path organic flax plus),11.9,75.3,5.5,16.6,12.2,397.9
cereal (barbara's puffins),cereal (barbara's puffins),7.4,84,3.7,18.5,18.5,398.9
cereal (quaker toasted oat bran),cereal (quaker toasted oat bran),12.4,74.9,5.1,10.2,16.3,395.1
cereal (quaker oatmeal squares),cereal (quaker oatmeal squares),11.4,77.8,4.8,8.3,16.7,400.1
cereal,"cereal, raisin bran",7.6,79.6,1.7,12,33,364.7
cereal (kellogg's raisin bran),cereal (kellogg's raisin bran),7.7,77.3,2.7,11.4,31.3,364.5
cereal (kellogg's raisin bran crunch),cereal (kellogg's raisin bran crunch),6.6,84.9,1.8,8,35.2,382.1
cereal (post raisin bran),cereal (post raisin bran),7.6,78.9,1.6,13.7,32.9,360.4
cereal (general mills raisin nut bran),cereal (general mills raisin nut bran),8.2,80,5.3,12.2,28.5,400.5
cereal (general mills reese's puffs),cereal (general mills reese's puffs),6.8,75.6,11.1,4.7,35.3,429.5
cereal (general mills chex rice),cereal (general mills chex rice),6.4,85.1,1.9,2,8,383
cereal,"cereal, rice flakes",6.7,86.2,1.3,0.7,12.1,383
cereal (kellogg's rice krispies),cereal (kellogg's rice krispies),6.8,85,2,0.4,9.9,385.6
cereal (kellogg's rice krispies treats cereal),cereal (kellogg's rice krispies treats cereal),4.3,85.6,4.2,0.4,29.6,397.3
cereal,"cereal, puffed rice",7,87.8,0.9,1.4,0,387.3
cereal (kellogg's smart start strong),cereal (kellogg's smart start strong),7.5,86.8,1.5,5.4,27.8,390.7
cereal (kellogg's smorz),cereal (kellogg's smorz),3.3,87.2,3.5,3.8,43.7,393.7
cereal (kellogg's special k),cereal (kellogg's special k),17.8,73.4,1.8,1.4,12.7,380.9
cereal (kellogg's special k blueberry),cereal (kellogg's special k blueberry),6.9,86.3,1.5,8.6,26.7,386.3
cereal (kellogg's special k chocolatey delight),cereal (kellogg's special k chocolatey delight),6.5,81.2,7.3,10.6,29.9,416.5
cereal (kellogg's special k red berries),cereal (kellogg's special k red berries),6.3,87.1,1.3,8.5,29.7,385.2
cereal (kellogg's special k fruit & yogurt),cereal (kellogg's special k fruit & yogurt),7.1,85.3,2.9,8.1,32.1,395.7
cereal (kellogg's special k vanilla almond),cereal (kellogg's special k vanilla almond),7.8,83,4,9.6,29.2,399.2
cereal (kellogg's special k cinnamon pecan),cereal (kellogg's special k cinnamon pecan),7.5,81.2,6,10.3,24,408.8
cereal (kellogg's corn pops),cereal (kellogg's corn pops),4.8,89.7,1.3,8.4,31.3,389.7
cereal,"cereal, frosted corn flakes",4.2,90.2,0.9,1.2,39.3,385.6
cereal (kellogg's frosted flakes),cereal (kellogg's frosted flakes),4,89.2,1.7,2.2,35.4,387.8
cereal (post golden crisp),cereal (post golden crisp),5.5,90.1,1.7,5,53.6,397.7
cereal,"cereal, toasted oat",10.7,76,5.4,10.7,3.6,394.9
cereal (general mills trix),cereal (general mills trix),4.9,86.2,3.8,3.9,32,398.5
cereal (uncle sam),cereal (uncle sam),16,65.8,11.6,20.3,1.6,431.4
cereal (general mills chex wheat),cereal (general mills chex wheat),9.8,82.2,1.8,12.2,10.3,384.2
